Track_age_yrs,Track_degradation,Load_cycles_daily,Load_amplitude_avg_N,Balast_thickness_inmm,track_confining_pressure_kPa,curve_radius_mm,tilting_wagon,fracture_strength_level,fracture_strength_value,track_fouling,track_misalignment,rail_material_inhomogenous,humidty_percent,corrosion_index_iso,speed_mph,Accumulated_tonnage_kgpmeter,rail_fall_in_mm,track_quality_index,inspection_interval_yrs
27,TRUE,139,1633,297,132,532,TRUE,4,281,TRUE,FALSE,TRUE,100,6,139,59,41,9,6
30,TRUE,82,2139,211,50,518,FALSE,2,250,FALSE,TRUE,TRUE,83,7,85,63,81,4,5
44,TRUE,150,1781,239,42,617,FALSE,5,258,TRUE,FALSE,FALSE,93,10,78,66,48,5,4
36,FALSE,161,2284,219,200,603,TRUE,1,248,TRUE,TRUE,TRUE,73,10,148,58,34,3,4
20,TRUE,108,2108,387,126,563,FALSE,3,205,TRUE,FALSE,FALSE,100,10,109,64,39,6,4
36,FALSE,139,2123,170,92,468,TRUE,5,252,TRUE,TRUE,TRUE,92,10,145,55,28,5,5
50,TRUE,72,2549,311,97,582,FALSE,1,217,FALSE,FALSE,FALSE,99,8,174,58,37,10,5
33,FALSE,65,1749,289,58,602,TRUE,3,264,FALSE,FALSE,TRUE,82,4,137,65,49,8,6
40,FALSE,200,1603,161,143,603,FALSE,5,296,TRUE,TRUE,TRUE,77,2,168,57,53,1,4
51,TRUE,55,2498,259,148,475,TRUE,5,221,FALSE,FALSE,FALSE,71,3,97,55,23,5,4
27,TRUE,138,1850,301,65,536,TRUE,5,266,FALSE,FALSE,TRUE,98,1,159,58,63,8,4
34,FALSE,62,1788,250,207,475,FALSE,4,293,TRUE,FALSE,TRUE,90,7,110,61,88,8,5
39,FALSE,98,2565,353,202,628,TRUE,3,208,TRUE,TRUE,TRUE,87,1,186,52,15,10,2
53,FALSE,137,2199,306,45,580,FALSE,1,321,FALSE,TRUE,FALSE,83,10,207,58,35,9,6
37,TRUE,195,1971,387,74,590,FALSE,4,301,FALSE,FALSE,TRUE,79,9,201,66,89,1,5
52,FALSE,167,1744,224,41,599,,3,325,TRUE,FALSE,TRUE,96,10,211,62,57,10,2
45,FALSE,129,2392,381,199,567,FALSE,1,295,TRUE,FALSE,FALSE,85,10,153,50,80,8,4
51,TRUE,198,1597,297,80,583,FALSE,3,258,FALSE,FALSE,TRUE,95,2,227,47,72,6,6
53,TRUE,200,1759,296,156,597,FALSE,2,242,TRUE,FALSE,FALSE,92,5,235,48,34,6,5
34,TRUE,132,2245,305,135,536,FALSE,1,225,FALSE,TRUE,FALSE,90,6,130,47,43,5,3
47,TRUE,161,1764,397,95,616,TRUE,4,314,TRUE,FALSE,TRUE,97,4,95,61,73,10,5
54,FALSE,54,2094,235,144,618,TRUE,3,245,TRUE,FALSE,FALSE,96,8,190,54,65,8,5
44,TRUE,195,2596,366,170,611,FALSE,5,224,FALSE,TRUE,FALSE,89,3,234,60,38,4,4
32,FALSE,167,2442,264,59,458,TRUE,5,312,FALSE,FALSE,FALSE,91,2,163,46,71,4,5
48,TRUE,117,1528,369,202,536,TRUE,5,272,TRUE,TRUE,TRUE,71,1,236,51,39,2,4
42,FALSE,127,2312,220,95,539,FALSE,2,294,TRUE,FALSE,FALSE,80,8,88,62,39,5,2
47,TRUE,138,2463,253,205,577,TRUE,4,266,FALSE,TRUE,FALSE,87,5,89,63,23,7,4
39,TRUE,182,2495,323,116,594,FALSE,1,326,TRUE,FALSE,FALSE,98,4,137,58,17,1,2
50,TRUE,119,1961,165,181,538,,2,290,TRUE,FALSE,TRUE,82,3,189,65,84,4,3
51,FALSE,58,1586,359,88,556,FALSE,3,320,FALSE,FALSE,TRUE,92,9,184,52,35,5,4
55,TRUE,176,2471,269,84,560,FALSE,1,213,TRUE,FALSE,FALSE,91,1,97,55,87,5,3
51,TRUE,62,2444,252,145,570,FALSE,5,313,TRUE,FALSE,TRUE,74,1,238,48,47,1,6
31,TRUE,75,2264,371,44,455,FALSE,1,291,TRUE,FALSE,FALSE,86,5,79,51,49,5,4
45,FALSE,112,2352,332,206,576,TRUE,4,238,TRUE,FALSE,FALSE,73,9,83,54,30,8,2
40,TRUE,106,2304,204,97,613,FALSE,5,227,TRUE,TRUE,TRUE,100,7,120,54,18,4,2
45,TRUE,67,1567,201,175,552,FALSE,1,241,FALSE,TRUE,TRUE,76,7,214,49,47,10,2
55,FALSE,102,1571,356,60,570,FALSE,3,238,FALSE,FALSE,FALSE,93,2,203,57,15,8,4
34,FALSE,165,2060,150,169,512,FALSE,1,229,FALSE,FALSE,TRUE,92,1,223,59,64,2,5
47,FALSE,160,1604,391,62,626,FALSE,3,318,TRUE,TRUE,FALSE,92,1,177,52,30,8,5
42,TRUE,104,2100,178,88,564,TRUE,4,309,TRUE,FALSE,FALSE,73,5,221,51,68,7,2
39,FALSE,54,2331,169,146,619,TRUE,5,328,TRUE,FALSE,TRUE,96,7,246,65,26,5,6
46,TRUE,181,1840,312,115,600,TRUE,3,244,FALSE,FALSE,TRUE,96,5,168,66,47,5,6
25,FALSE,86,1780,292,213,488,FALSE,5,229,FALSE,TRUE,TRUE,86,4,217,52,63,9,2
47,TRUE,92,1951,155,230,559,TRUE,3,209,TRUE,FALSE,FALSE,95,2,158,46,86,5,5
50,FALSE,52,1621,272,76,490,FALSE,2,242,TRUE,TRUE,FALSE,95,1,134,52,89,9,2
49,TRUE,84,1545,321,131,537,TRUE,1,324,FALSE,TRUE,TRUE,87,6,174,51,84,10,2
41,FALSE,113,1649,345,221,491,TRUE,4,287,TRUE,TRUE,TRUE,94,10,201,56,20,5,3
32,TRUE,136,2592,348,79,551,FALSE,4,265,FALSE,FALSE,FALSE,100,10,86,64,26,3,6
49,FALSE,87,1922,314,29,532,TRUE,3,296,TRUE,FALSE,TRUE,81,10,206,51,57,3,2
39,TRUE,126,1754,336,89,576,TRUE,1,330,TRUE,TRUE,FALSE,72,1,88,57,36,5,4
50,TRUE,191,2254,219,220,593,FALSE,5,228,FALSE,TRUE,FALSE,80,1,158,56,22,1,4
33,FALSE,192,2433,361,126,565,TRUE,1,265,FALSE,TRUE,TRUE,85,9,163,47,60,5,4
34,TRUE,145,2465,198,114,477,FALSE,1,227,FALSE,TRUE,TRUE,85,4,96,48,39,5,5
45,TRUE,124,2090,165,219,533,TRUE,1,284,TRUE,TRUE,FALSE,70,1,92,47,38,2,6
44,TRUE,118,2149,378,44,455,FALSE,5,323,FALSE,TRUE,TRUE,77,8,139,56,32,8,3
53,FALSE,140,1657,240,49,499,FALSE,5,201,FALSE,TRUE,TRUE,95,10,90,50,51,8,5
21,FALSE,104,1609,210,69,619,TRUE,2,327,TRUE,FALSE,TRUE,70,1,168,65,36,10,5
38,FALSE,68,1830,165,89,552,FALSE,3,233,TRUE,FALSE,FALSE,100,4,211,66,86,5,5
31,FALSE,59,2550,158,97,601,FALSE,5,262,TRUE,TRUE,TRUE,73,2,108,61,55,10,3
20,FALSE,87,1532,299,21,567,FALSE,1,319,TRUE,TRUE,FALSE,99,1,150,61,24,3,5
38,FALSE,157,2313,166,136,594,TRUE,3,303,FALSE,FALSE,TRUE,70,4,179,59,64,10,2
49,FALSE,40,1998,289,227,544,FALSE,5,254,TRUE,FALSE,TRUE,84,4,224,51,67,4,6
47,FALSE,62,1632,285,178,527,,5,254,TRUE,TRUE,FALSE,100,7,177,62,52,7,5
27,FALSE,149,2503,370,115,467,TRUE,2,289,TRUE,FALSE,FALSE,77,8,149,47,84,7,6
50,FALSE,64,2238,195,75,582,TRUE,4,217,TRUE,FALSE,FALSE,81,6,154,64,27,1,4
47,TRUE,164,2449,266,65,493,TRUE,4,284,FALSE,TRUE,TRUE,90,8,155,49,39,4,3
30,TRUE,120,1519,305,90,567,TRUE,3,214,FALSE,FALSE,FALSE,95,4,164,52,66,2,4
41,FALSE,79,2408,246,226,614,FALSE,1,237,TRUE,FALSE,FALSE,95,10,220,53,87,4,6
39,TRUE,103,2406,276,205,536,FALSE,1,315,TRUE,TRUE,TRUE,72,1,105,55,50,8,6
40,FALSE,197,1577,384,79,518,FALSE,5,247,TRUE,TRUE,TRUE,98,1,228,53,20,10,4
26,TRUE,102,1546,279,93,622,TRUE,2,255,TRUE,FALSE,TRUE,90,2,215,59,51,10,5
37,FALSE,179,2436,316,122,530,TRUE,2,272,TRUE,FALSE,FALSE,100,2,174,54,45,2,5
24,FALSE,68,2424,304,204,489,FALSE,5,251,TRUE,TRUE,FALSE,100,5,220,45,24,3,3
54,FALSE,129,1692,270,52,591,FALSE,3,327,FALSE,TRUE,FALSE,71,3,162,57,39,7,3
21,TRUE,189,2182,172,63,530,,4,269,TRUE,TRUE,FALSE,96,7,108,57,81,10,5
44,TRUE,86,2086,231,195,452,TRUE,3,246,TRUE,TRUE,TRUE,90,9,198,54,56,6,5
33,TRUE,68,1636,368,141,457,,5,253,FALSE,TRUE,FALSE,99,2,86,53,77,4,6
50,TRUE,145,2124,400,180,588,FALSE,1,255,FALSE,FALSE,TRUE,76,2,194,58,64,7,2
39,FALSE,123,2251,173,128,514,TRUE,4,315,TRUE,FALSE,FALSE,88,7,221,59,51,8,2
37,FALSE,129,2333,236,219,463,FALSE,4,208,TRUE,TRUE,FALSE,78,5,166,64,56,1,2
52,TRUE,177,2207,301,52,522,,4,329,FALSE,FALSE,TRUE,93,4,190,49,72,3,4
48,FALSE,168,1729,376,18,476,FALSE,4,216,TRUE,FALSE,TRUE,70,3,179,50,18,7,3
44,FALSE,63,2330,388,112,485,TRUE,3,260,TRUE,FALSE,TRUE,90,6,247,54,86,9,6
21,TRUE,103,1613,247,24,502,FALSE,2,311,FALSE,TRUE,FALSE,77,5,215,64,60,4,2
37,FALSE,75,2135,167,183,606,,4,330,FALSE,FALSE,FALSE,100,10,83,61,21,5,6
21,TRUE,59,1628,179,124,561,FALSE,5,221,FALSE,TRUE,FALSE,82,8,151,54,68,2,4
27,TRUE,155,1911,317,119,580,TRUE,2,267,FALSE,FALSE,TRUE,98,3,222,50,55,2,6
28,TRUE,130,2101,183,16,474,FALSE,4,257,TRUE,FALSE,TRUE,79,9,168,52,77,8,5
54,TRUE,163,2228,166,36,492,TRUE,3,221,TRUE,FALSE,FALSE,83,8,123,45,41,8,6
26,TRUE,200,2473,239,103,456,TRUE,3,221,FALSE,TRUE,TRUE,89,8,139,65,55,3,4
28,FALSE,54,1729,348,59,624,FALSE,4,293,FALSE,FALSE,TRUE,75,8,93,57,53,10,3
36,TRUE,69,1898,298,51,610,TRUE,3,326,TRUE,FALSE,TRUE,92,5,201,56,81,4,2
41,TRUE,175,1946,230,50,552,FALSE,5,316,TRUE,TRUE,TRUE,90,7,183,58,18,6,2
46,FALSE,84,1818,316,218,464,,4,256,FALSE,FALSE,TRUE,88,2,76,60,16,10,5
23,FALSE,52,2055,345,29,539,TRUE,5,210,TRUE,FALSE,FALSE,89,3,190,53,50,8,2
32,FALSE,198,2592,259,126,537,FALSE,4,201,TRUE,FALSE,FALSE,71,9,112,45,18,1,6
39,TRUE,128,2578,164,22,510,FALSE,5,222,FALSE,TRUE,FALSE,70,9,83,56,50,7,5
37,TRUE,44,2360,295,64,541,TRUE,2,318,FALSE,FALSE,TRUE,80,5,154,60,41,8,5
26,FALSE,125,1696,373,44,464,TRUE,1,268,TRUE,FALSE,TRUE,90,1,136,52,72,2,5
39,TRUE,177,1555,219,121,479,FALSE,3,223,TRUE,TRUE,FALSE,89,3,75,47,57,1,5
21,TRUE,144,2381,166,44,486,FALSE,2,201,FALSE,TRUE,FALSE,83,10,142,53,82,3,3
32,TRUE,49,2167,203,27,589,FALSE,5,302,FALSE,FALSE,FALSE,80,3,168,54,77,4,6
50,FALSE,198,1969,356,23,593,TRUE,3,222,TRUE,FALSE,TRUE,79,4,189,50,25,9,2
31,FALSE,154,1747,334,84,530,FALSE,3,238,TRUE,TRUE,FALSE,80,8,158,51,30,10,4
42,TRUE,70,1599,176,207,470,TRUE,4,227,TRUE,TRUE,TRUE,81,8,206,55,61,4,5
20,FALSE,137,1778,257,22,590,FALSE,5,328,TRUE,FALSE,FALSE,80,1,194,65,42,8,4
55,FALSE,122,2189,244,19,480,FALSE,5,215,TRUE,TRUE,FALSE,87,3,106,66,64,1,5
45,FALSE,114,2093,177,136,617,FALSE,2,229,FALSE,TRUE,TRUE,77,10,160,56,35,8,6
39,TRUE,69,1899,260,42,510,,2,200,FALSE,TRUE,FALSE,97,8,141,60,27,8,6
32,TRUE,124,1610,351,137,561,TRUE,5,327,TRUE,TRUE,FALSE,99,1,101,63,60,1,5
46,FALSE,98,1903,161,97,475,FALSE,2,270,TRUE,FALSE,FALSE,85,5,201,60,36,9,2
50,FALSE,172,1543,372,224,523,TRUE,2,316,FALSE,TRUE,TRUE,91,2,168,57,26,10,5
33,FALSE,66,1891,257,152,605,TRUE,5,254,FALSE,TRUE,TRUE,77,2,90,66,85,9,3
37,FALSE,92,2505,223,150,503,TRUE,4,295,FALSE,TRUE,FALSE,87,10,178,66,16,2,6
52,FALSE,98,2576,192,207,600,TRUE,4,309,FALSE,TRUE,TRUE,72,7,208,49,80,3,5
38,TRUE,125,2121,345,179,457,FALSE,5,315,TRUE,TRUE,FALSE,89,7,184,51,54,5,6
33,TRUE,176,2543,312,201,553,FALSE,1,214,TRUE,TRUE,FALSE,79,3,151,65,31,10,6
53,TRUE,132,1586,292,105,605,FALSE,3,291,FALSE,TRUE,TRUE,76,1,183,49,15,2,2
42,FALSE,91,1617,395,183,627,FALSE,2,210,FALSE,FALSE,FALSE,91,2,200,62,13,9,2
40,FALSE,171,2079,384,202,527,FALSE,3,310,TRUE,TRUE,TRUE,74,3,204,47,35,3,3
35,FALSE,189,2354,262,47,483,TRUE,2,268,TRUE,TRUE,TRUE,96,2,160,53,30,1,5
25,FALSE,170,2119,165,15,626,TRUE,5,282,FALSE,TRUE,FALSE,93,2,131,50,27,10,5
35,TRUE,91,1826,314,180,512,,4,288,FALSE,FALSE,TRUE,93,5,231,64,84,9,2
34,TRUE,67,2357,216,72,585,FALSE,2,318,TRUE,TRUE,TRUE,92,10,102,50,53,7,5
49,FALSE,194,2180,330,121,461,TRUE,5,235,FALSE,TRUE,FALSE,99,9,219,60,84,9,4
55,FALSE,156,1764,365,32,462,FALSE,2,233,TRUE,TRUE,FALSE,81,9,118,52,71,1,5
22,TRUE,83,1978,161,177,500,TRUE,5,227,TRUE,TRUE,FALSE,72,5,134,56,68,9,5
42,FALSE,106,1565,259,17,574,FALSE,1,288,TRUE,TRUE,FALSE,82,2,134,63,15,3,5
21,FALSE,71,1708,388,219,589,TRUE,1,282,FALSE,FALSE,TRUE,73,6,163,62,64,9,4
20,TRUE,149,2494,265,16,593,FALSE,5,285,TRUE,FALSE,TRUE,86,2,160,47,87,7,4
46,TRUE,61,2425,198,73,455,FALSE,3,280,TRUE,TRUE,FALSE,92,9,215,47,16,7,3
55,FALSE,133,1984,298,221,590,FALSE,5,266,TRUE,TRUE,TRUE,87,1,246,57,41,8,4
29,FALSE,195,2498,299,103,508,FALSE,4,256,TRUE,TRUE,TRUE,82,9,223,49,75,6,2
31,FALSE,89,1590,251,185,514,FALSE,4,283,TRUE,FALSE,FALSE,100,9,94,53,39,3,6
45,FALSE,56,1611,262,208,473,,2,318,TRUE,FALSE,FALSE,73,10,132,54,76,3,2
48,FALSE,81,2007,302,18,542,TRUE,4,222,FALSE,FALSE,TRUE,78,5,222,66,15,3,4
23,FALSE,95,1939,205,60,571,TRUE,5,254,TRUE,FALSE,TRUE,72,6,240,48,87,1,2
22,FALSE,85,2174,266,180,588,FALSE,2,228,TRUE,FALSE,TRUE,75,5,192,58,83,2,3
41,FALSE,173,2025,152,198,477,TRUE,3,206,TRUE,FALSE,TRUE,86,3,190,54,34,4,5
20,TRUE,170,1642,159,146,556,FALSE,1,290,FALSE,TRUE,TRUE,71,1,204,49,22,3,6
44,TRUE,107,1672,348,116,580,TRUE,5,298,FALSE,FALSE,TRUE,71,8,222,64,89,3,3
55,TRUE,103,1757,373,165,615,TRUE,2,260,TRUE,TRUE,TRUE,99,4,99,66,15,10,3
25,TRUE,141,1645,172,206,519,TRUE,5,329,FALSE,FALSE,FALSE,78,7,172,54,60,6,6
48,TRUE,77,1947,250,73,538,TRUE,5,229,FALSE,TRUE,TRUE,73,6,190,63,29,1,3
53,FALSE,129,1641,353,230,618,FALSE,5,217,FALSE,TRUE,TRUE,87,9,223,47,76,7,3
25,TRUE,182,1703,362,56,470,FALSE,1,320,FALSE,TRUE,FALSE,100,8,92,53,87,2,5
36,FALSE,129,2275,169,159,578,,4,263,FALSE,FALSE,FALSE,89,10,185,46,36,1,3
48,TRUE,124,2583,153,189,483,TRUE,3,266,TRUE,TRUE,TRUE,99,10,166,46,29,10,2
55,TRUE,192,1807,255,102,531,TRUE,2,291,FALSE,TRUE,TRUE,88,9,111,60,65,6,3
21,FALSE,197,1682,360,172,463,TRUE,2,240,TRUE,FALSE,FALSE,81,7,80,48,75,7,4
20,FALSE,155,2390,243,36,543,TRUE,4,205,FALSE,FALSE,TRUE,72,3,155,52,27,8,5
34,FALSE,194,2528,367,86,538,,3,317,TRUE,TRUE,FALSE,97,9,173,52,36,8,6
22,TRUE,116,1614,285,96,498,FALSE,3,319,TRUE,TRUE,FALSE,82,7,99,48,66,4,4
35,TRUE,94,1958,364,30,453,FALSE,4,211,TRUE,FALSE,TRUE,100,5,240,51,29,6,6
27,FALSE,184,2585,355,93,552,FALSE,3,313,FALSE,FALSE,FALSE,84,10,232,46,80,4,2
43,FALSE,88,1855,242,108,471,TRUE,5,294,TRUE,TRUE,TRUE,72,9,83,66,26,6,3
29,FALSE,71,2328,243,80,497,TRUE,1,301,TRUE,TRUE,FALSE,94,3,214,56,29,2,5
38,FALSE,143,2148,237,20,536,TRUE,4,230,FALSE,TRUE,FALSE,91,2,230,58,51,5,2
54,FALSE,79,2456,287,189,499,FALSE,5,237,TRUE,TRUE,TRUE,77,8,77,46,54,5,4
20,FALSE,108,2334,281,33,610,FALSE,5,297,FALSE,TRUE,FALSE,95,5,164,54,70,8,5
30,TRUE,132,2224,385,35,630,FALSE,1,290,FALSE,FALSE,FALSE,97,8,233,58,86,9,2
37,FALSE,142,1685,192,198,614,FALSE,1,271,TRUE,TRUE,TRUE,93,9,200,58,84,8,5
49,FALSE,135,2368,171,82,619,FALSE,2,231,TRUE,TRUE,TRUE,90,5,116,66,49,2,5
20,TRUE,119,1898,367,51,520,FALSE,4,288,FALSE,FALSE,TRUE,82,5,128,50,56,5,6
20,FALSE,158,2176,253,173,482,TRUE,4,263,FALSE,TRUE,TRUE,85,9,190,59,69,10,4
41,TRUE,151,2230,291,65,542,TRUE,1,265,TRUE,FALSE,FALSE,80,9,142,64,82,2,4
36,FALSE,71,2135,226,28,491,FALSE,1,278,FALSE,FALSE,TRUE,87,8,84,59,41,2,4
29,TRUE,173,1538,301,146,486,FALSE,1,324,TRUE,FALSE,FALSE,74,4,98,54,18,9,2
48,TRUE,54,1552,203,129,526,FALSE,3,300,FALSE,FALSE,TRUE,91,10,216,55,14,7,4
46,TRUE,174,2390,339,51,602,FALSE,1,274,FALSE,FALSE,FALSE,81,4,227,55,50,6,4
44,TRUE,50,1980,389,122,536,TRUE,1,322,FALSE,TRUE,FALSE,77,5,203,57,25,4,3
31,FALSE,186,2182,271,222,538,FALSE,5,302,TRUE,FALSE,TRUE,76,9,223,60,40,10,5
46,TRUE,89,1856,179,31,526,FALSE,2,235,TRUE,FALSE,TRUE,83,7,235,53,31,1,5
38,TRUE,124,2011,336,87,524,TRUE,2,292,FALSE,FALSE,TRUE,82,4,128,52,73,4,2
53,FALSE,112,2104,208,49,572,,5,253,FALSE,FALSE,TRUE,73,8,159,64,87,8,5
26,FALSE,46,1940,281,57,455,TRUE,3,267,FALSE,TRUE,FALSE,79,10,215,46,84,10,3
38,TRUE,196,1605,164,210,496,FALSE,4,299,TRUE,FALSE,TRUE,93,5,105,60,34,9,3
44,FALSE,150,1983,317,39,560,TRUE,1,308,TRUE,FALSE,TRUE,80,2,131,55,22,8,5
20,TRUE,187,2409,166,43,505,TRUE,2,309,FALSE,FALSE,TRUE,84,7,99,50,42,8,6
48,TRUE,74,1627,237,105,540,FALSE,3,267,TRUE,TRUE,TRUE,90,4,104,51,23,10,2
46,TRUE,105,1566,349,25,507,FALSE,5,264,FALSE,TRUE,FALSE,87,8,201,45,89,9,3
32,FALSE,197,1725,386,80,481,FALSE,5,308,FALSE,TRUE,FALSE,88,8,106,59,38,6,4
22,FALSE,44,2036,320,16,508,,4,228,FALSE,TRUE,FALSE,92,8,181,54,32,8,4
48,FALSE,40,1989,354,41,526,TRUE,2,229,TRUE,FALSE,TRUE,82,4,78,45,23,3,2
47,FALSE,140,2564,366,102,534,TRUE,1,201,FALSE,FALSE,FALSE,74,1,151,61,73,3,5
23,FALSE,180,1879,169,176,553,FALSE,2,309,FALSE,TRUE,TRUE,70,8,103,58,68,8,2
38,TRUE,164,2225,286,31,523,TRUE,1,326,TRUE,TRUE,FALSE,88,6,241,48,52,7,6
41,TRUE,109,1961,318,208,625,TRUE,1,274,TRUE,TRUE,FALSE,89,5,213,57,32,2,4
28,TRUE,130,1560,312,20,508,TRUE,3,311,FALSE,FALSE,TRUE,96,3,115,58,82,2,2
32,TRUE,173,2093,220,124,605,FALSE,3,286,TRUE,TRUE,FALSE,87,10,103,59,16,10,5
33,FALSE,131,2573,206,152,465,FALSE,1,234,FALSE,FALSE,FALSE,89,7,85,54,30,5,3
33,TRUE,137,2337,191,200,470,FALSE,3,287,TRUE,FALSE,TRUE,99,4,171,59,20,2,6
45,TRUE,44,1696,296,75,508,TRUE,1,224,FALSE,FALSE,TRUE,89,4,137,51,37,6,2
26,FALSE,163,2331,331,92,527,TRUE,5,223,TRUE,FALSE,FALSE,92,2,143,66,13,2,2
31,TRUE,174,1768,271,170,548,FALSE,4,301,TRUE,TRUE,FALSE,72,1,168,52,16,8,5
28,TRUE,45,2141,200,101,505,TRUE,2,255,FALSE,TRUE,TRUE,72,9,143,53,22,2,2
50,TRUE,82,1769,319,174,504,TRUE,1,226,TRUE,TRUE,FALSE,78,3,107,56,41,3,5
44,FALSE,158,2203,340,59,569,FALSE,5,290,TRUE,TRUE,TRUE,71,9,174,56,48,7,6
49,FALSE,171,2051,165,179,502,TRUE,3,243,TRUE,TRUE,TRUE,90,7,206,66,64,2,3
26,TRUE,99,1807,296,218,588,TRUE,1,272,TRUE,FALSE,TRUE,91,4,126,54,85,3,6
20,FALSE,159,2347,256,39,611,FALSE,3,216,FALSE,TRUE,FALSE,87,1,85,49,27,4,4
21,FALSE,135,1997,378,71,567,TRUE,1,314,FALSE,FALSE,TRUE,98,4,243,50,32,8,2
20,FALSE,171,2321,317,108,545,FALSE,2,250,FALSE,FALSE,FALSE,85,9,211,60,36,10,6
25,FALSE,175,2312,186,180,612,TRUE,1,216,TRUE,TRUE,FALSE,97,2,203,64,59,5,2
21,TRUE,146,2392,191,162,464,FALSE,4,292,TRUE,TRUE,FALSE,89,3,224,55,74,9,4
52,FALSE,174,1587,179,228,501,TRUE,4,211,FALSE,FALSE,TRUE,81,1,184,55,80,2,4
49,TRUE,147,1588,309,149,470,TRUE,1,249,FALSE,FALSE,FALSE,96,9,93,54,40,3,4
48,FALSE,51,2156,292,124,620,TRUE,5,293,FALSE,TRUE,FALSE,100,7,138,46,27,1,3
54,TRUE,112,1926,368,203,536,FALSE,4,236,TRUE,FALSE,TRUE,92,8,165,47,68,5,3
49,TRUE,105,1631,273,216,511,TRUE,4,202,FALSE,FALSE,TRUE,71,10,220,65,63,10,2
41,FALSE,131,1727,365,20,461,TRUE,1,210,TRUE,FALSE,TRUE,78,8,123,56,28,8,6
43,FALSE,200,2335,390,123,554,TRUE,1,286,TRUE,FALSE,FALSE,94,1,185,51,15,5,3
48,FALSE,49,1677,191,159,534,FALSE,1,275,TRUE,FALSE,FALSE,91,5,159,46,42,1,4
53,TRUE,164,2064,297,135,576,TRUE,2,220,TRUE,TRUE,TRUE,89,6,233,47,83,1,5
25,FALSE,111,2045,238,16,486,FALSE,2,230,FALSE,FALSE,FALSE,95,7,239,51,45,6,4
54,TRUE,61,1986,377,211,576,TRUE,2,252,TRUE,FALSE,TRUE,74,1,95,59,28,4,5
23,FALSE,101,1748,338,219,515,TRUE,3,237,TRUE,FALSE,TRUE,93,6,79,55,21,5,3
39,FALSE,145,1706,176,90,592,TRUE,1,244,TRUE,TRUE,FALSE,96,9,171,51,84,5,4
39,TRUE,43,1722,326,220,521,FALSE,5,325,FALSE,TRUE,FALSE,76,5,168,47,88,4,4
22,TRUE,107,1712,375,214,577,FALSE,3,248,FALSE,FALSE,FALSE,80,3,98,65,71,1,5
41,FALSE,159,1529,235,104,613,TRUE,3,282,TRUE,TRUE,TRUE,80,2,156,65,78,2,5
39,TRUE,173,1533,289,229,618,TRUE,5,264,TRUE,TRUE,TRUE,77,9,229,54,15,10,4
46,FALSE,127,2338,333,93,461,TRUE,5,202,FALSE,FALSE,FALSE,81,9,215,57,81,10,4
43,FALSE,96,1727,210,84,472,FALSE,5,271,FALSE,TRUE,FALSE,79,5,219,62,82,8,2
47,FALSE,148,1639,313,48,472,TRUE,4,260,TRUE,FALSE,FALSE,76,1,156,63,30,6,3
32,TRUE,57,1653,310,107,541,TRUE,3,277,TRUE,TRUE,TRUE,90,9,236,60,69,8,2
30,TRUE,117,1535,314,225,495,TRUE,3,317,FALSE,TRUE,FALSE,70,1,77,48,29,7,2
30,FALSE,169,2251,324,202,628,TRUE,5,238,FALSE,TRUE,FALSE,94,3,247,53,60,3,4
26,TRUE,130,1670,226,199,512,TRUE,2,215,TRUE,FALSE,TRUE,73,10,236,60,89,9,5
35,TRUE,58,1685,308,149,499,TRUE,5,258,TRUE,FALSE,TRUE,74,2,225,64,52,3,5
54,TRUE,85,2302,243,150,511,TRUE,5,206,TRUE,FALSE,TRUE,80,8,77,64,69,7,2
34,FALSE,120,2391,198,109,530,FALSE,4,247,FALSE,FALSE,TRUE,76,5,75,61,88,8,4
50,TRUE,180,1692,385,212,455,TRUE,2,202,TRUE,FALSE,TRUE,83,3,76,58,67,1,5
44,FALSE,149,2307,334,116,603,FALSE,4,266,TRUE,FALSE,FALSE,93,3,227,54,24,1,2
20,TRUE,62,2459,337,70,562,TRUE,2,210,FALSE,TRUE,TRUE,88,5,231,48,27,8,3
23,TRUE,184,1883,236,44,457,FALSE,5,208,TRUE,FALSE,FALSE,96,5,220,46,35,7,2
42,TRUE,199,2575,150,84,454,TRUE,2,271,TRUE,FALSE,FALSE,96,7,236,55,80,10,6
47,FALSE,189,1932,230,141,589,FALSE,5,212,TRUE,FALSE,FALSE,90,9,138,49,56,9,3
55,TRUE,62,2123,378,41,457,FALSE,1,269,TRUE,FALSE,FALSE,90,8,151,64,20,7,3
23,FALSE,105,2429,202,22,585,FALSE,4,315,TRUE,TRUE,TRUE,93,2,119,46,41,9,4
41,FALSE,86,1633,233,52,556,TRUE,2,274,FALSE,FALSE,FALSE,95,4,103,46,66,5,2
44,FALSE,51,2285,252,166,473,FALSE,2,270,FALSE,TRUE,FALSE,88,10,153,65,69,3,4
25,FALSE,155,2466,172,188,591,TRUE,1,229,FALSE,TRUE,TRUE,80,7,191,48,28,4,4
34,FALSE,45,2212,190,47,566,FALSE,4,308,FALSE,TRUE,FALSE,96,8,74,54,16,9,3
36,FALSE,158,2020,170,188,507,TRUE,4,260,FALSE,FALSE,FALSE,78,1,153,62,21,5,2
45,FALSE,51,2267,292,212,466,FALSE,4,297,TRUE,TRUE,FALSE,97,1,222,57,76,5,5
41,FALSE,197,2235,237,139,504,FALSE,3,288,TRUE,FALSE,FALSE,84,10,193,64,37,10,3
